,state,city,code,mean_inc,median_inc,stdev_inc,num_incidents,total_killed,total_injured
0,Michigan,Edwardsburg,MI,81201,55822,70370,2,0,0
0,Michigan,Dowagiac,MI,46743,39660,33447,13,1,5
0,Michigan,Cassopolis,MI,53947,42463,45468,1,0,1
0,Michigan,Beaver Island,MI,56784,45780,44611,0,0,0
0,Michigan,Petoskey,MI,54092,33480,55691,0,0,0
0,Michigan,Boyne City,MI,67522,56866,43567,2,0,2
0,Michigan,Cheboygan,MI,55806,45258,45501,1,0,1
0,Michigan,Cheboygan,MI,44844,36543,37732,1,0,1
0,Michigan,Onaway,MI,51454,43006,41400,1,0,0
0,Michigan,Sault Sainte Marie,MI,47927,33592,44259,2,0,0
0,Michigan,Sault Sainte Marie,MI,36174,29890,25850,2,0,0
0,Michigan,Rudyard,MI,61215,51361,41545,0,0,0
0,Michigan,Paradise,MI,0,0,0,0,0,0
0,Michigan,Farwell,MI,49103,38694,43269,2,0,0
0,Michigan,Clare,MI,54534,46467,36662,2,0,3
0,Michigan,Flint,MI,39229,30987,34400,643,166,375
0,Michigan,Bath,MI,40993,35944,28414,1,0,0
0,Michigan,Lansing,MI,40458,28914,39760,189,40,116
0,Michigan,Fowler,MI,82243,73620,48174,0,0,0
0,Michigan,St Johns,MI,55090,39899,49585,0,0,0
0,Michigan,Elsie,MI,55249,48641,36317,0,0,0
0,Michigan,East Lansing,MI,28666,19250,28700,13,3,3
0,Michigan,Grayling,MI,31125,25110,25050,1,0,0
0,Michigan,Rock,MI,52540,41401,42060,0,0,0
0,Michigan,Gladstone,MI,63936,53900,43966,0,0,0
0,Michigan,Escanaba,MI,26302,20111,22956,4,1,0
0,Michigan,Flint,MI,27945,19885,26205,643,166,375
0,Michigan,Norway,MI,78018,62951,49583,1,0,2
0,Michigan,Kingsford,MI,46606,42312,34664,1,0,1
0,Michigan,Lansing,MI,68315,48397,63700,189,40,116
0,Michigan,Grand Ledge,MI,124005,300000,46647,0,0,0
0,Michigan,Grand Ledge,MI,71592,52569,55267,0,0,0
0,Michigan,Grand Ledge,MI,81698,71222,50032,0,0,0
0,Michigan,Bellevue,MI,51809,43473,38369,0,0,0
0,Michigan,Charlotte,MI,74298,66380,47601,5,3,0
0,Michigan,Eaton Rapids,MI,69369,300000,37101,3,2,0
0,Michigan,Dimondale,MI,72846,300000,32829,0,0,0
0,Michigan,Flint,MI,42177,31360,36156,643,166,375
0,Michigan,Pellston,MI,54181,51153,35258,0,0,0
0,Michigan,Petoskey,MI,58798,46544,51457,0,0,0
0,Michigan,Petoskey,MI,57712,49038,36642,0,0,0
0,Michigan,Flint,MI,22610,22419,13601,643,166,375
0,Michigan,Flint,MI,25167,26599,15618,643,166,375
0,Michigan,Flint,MI,44691,38138,32996,643,166,375
0,Michigan,Flint,MI,17673,12319,13363,643,166,375
0,Michigan,Flint,MI,30677,24527,29170,643,166,375
0,Michigan,Flint,MI,34010,18990,32490,643,166,375
0,Michigan,Flint,MI,25698,17672,24845,643,166,375
0,Michigan,Clio,MI,54638,45089,36541,3,2,0
0,Michigan,Flint,MI,40047,33726,39537,643,166,375
0,Michigan,Flint,MI,32065,300000,7140,643,166,375
0,Michigan,Flint,MI,37698,26342,38698,643,166,375
0,Michigan,Flint,MI,45343,35559,42774,643,166,375
0,Michigan,Flint,MI,28224,18652,25285,643,166,375
0,Michigan,Clio,MI,62483,56227,40876,3,2,0
0,Michigan,Flint,MI,26958,300000,10985,643,166,375
0,Michigan,Flushing,MI,59641,38726,42489,5,1,1
0,Michigan,Flushing,MI,39548,29461,31628,5,1,1
0,Michigan,Flushing,MI,59766,59560,36135,5,1,1
0,Michigan,Flushing,MI,53477,40074,41151,5,1,1
0,Michigan,Flint,MI,29381,24811,22988,643,166,375
0,Michigan,Flint,MI,46815,43112,32482,643,166,375
0,Michigan,Grand Blanc,MI,75485,300000,54931,3,2,0
0,Michigan,Grand Blanc,MI,40951,31717,33590,3,2,0
0,Michigan,Grand Blanc,MI,52860,41683,42773,3,2,0
0,Michigan,Burton,MI,47553,39739,36707,9,1,3
0,Michigan,Burton,MI,61841,59350,39680,9,1,3
0,Michigan,Davison,MI,88947,300000,49277,5,1,0
0,Michigan,Davison,MI,51924,44881,42417,5,1,0
0,Michigan,Alpena,MI,54892,41767,44459,3,1,0
0,Michigan,Davison,MI,97728,300000,47601,5,1,0
0,Michigan,Flint,MI,55885,47758,41851,643,166,375
0,Michigan,Flint,MI,59960,50276,35776,643,166,375
0,Michigan,Flint,MI,31639,26202,22006,643,166,375
0,Michigan,Otisville,MI,41597,33737,34902,0,0,0
0,Michigan,Montrose,MI,46825,42339,32039,0,0,0
0,Michigan,Swartz Creek,MI,68319,57533,44924,3,0,0
0,Michigan,Flint,MI,70076,300000,33903,643,166,375
0,Michigan,Linden,MI,73025,61951,55758,1,0,1
0,Michigan,Linden,MI,68263,58598,47222,1,0,1
0,Michigan,Fenton,MI,93412,84498,73859,3,1,2
0,Michigan,Flint,MI,31262,23553,26785,643,166,375
0,Michigan,Grand Blanc,MI,59242,43525,46939,3,2,0
0,Michigan,Sterling,MI,46147,33476,41459,0,0,0
0,Michigan,Gladwin,MI,40324,40366,33091,3,1,3
0,Michigan,Watersmeet,MI,42021,33386,31112,0,0,0
0,Michigan,Wakefield,MI,48948,45607,32500,1,0,0
0,Michigan,Bessemer,MI,51134,37334,43961,0,0,0
0,Michigan,Traverse City,MI,82548,68227,52544,21,1,2
0,Michigan,Traverse City,MI,69944,300000,45223,21,1,2
0,Michigan,Traverse City,MI,79393,68678,54876,21,1,2
0,Michigan,Traverse City,MI,90895,67760,65816,21,1,2
0,Michigan,Traverse City,MI,42058,36841,27850,21,1,2
0,Michigan,Burton,MI,44565,27836,45186,9,1,3
0,Michigan,Elk Rapids,MI,0,0,0,0,0,0
0,Michigan,Saint Louis,MI,46317,39740,36559,0,0,0
0,Michigan,Alma,MI,37066,26695,28634,2,1,0
0,Michigan,Ashley,MI,49994,39123,39430,0,0,0
0,Michigan,Addison,MI,45969,41875,30113,0,0,0
0,Michigan,Jonesville,MI,47496,39165,42246,0,0,0
0,Michigan,Hillsdale,MI,34800,24139,43307,4,0,1
0,Michigan,Pittsford,MI,55720,46274,44163,1,0,0
0,Michigan,Lake Linden,MI,50731,49738,32800,1,0,0
0,Michigan,Lake Linden,MI,56396,50071,42485,1,0,0
0,Michigan,Davison,MI,78446,68298,49142,5,1,0
0,Michigan,Painesdale,MI,67975,61619,50212,0,0,0
0,Michigan,Baraga,MI,53497,45513,44125,0,0,0
0,Michigan,Kinde,MI,52546,40215,46057,1,0,0
0,Michigan,Pigeon,MI,45837,34701,37357,0,0,0
0,Michigan,Ubly,MI,63075,54623,45305,1,2,1
0,Michigan,Harbor Beach,MI,43363,35685,37872,1,0,0
0,Michigan,Mason,MI,44049,27461,39891,1,0,1
0,Michigan,Lansing,MI,29227,25671,18813,189,40,116
0,Michigan,Lansing,MI,35616,27936,34012,189,40,116
0,Michigan,Lansing,MI,41251,37642,17897,189,40,116
0,Michigan,Mount Morris,MI,48861,43993,33402,20,7,13
0,Michigan,Lansing,MI,44771,40692,33355,189,40,116
0,Michigan,Lansing,MI,31806,18930,43853,189,40,116
0,Michigan,Lansing,MI,48349,300000,21765,189,40,116
0,Michigan,Lansing,MI,67857,53435,43353,189,40,116
0,Michigan,East Lansing,MI,64375,23321,81346,13,3,3
0,Michigan,East Lansing,MI,86392,300000,63501,13,3,3
0,Michigan,East Lansing,MI,5000,4790,2451,13,3,3
0,Michigan,East Lansing,MI,87822,78576,52020,13,3,3
0,Michigan,Okemos,MI,77806,66563,52938,3,1,0
0,Michigan,Okemos,MI,95400,300000,54744,3,1,0
0,Michigan,Swartz Creek,MI,63588,51853,49860,3,0,0
0,Michigan,Lansing,MI,34916,31872,23126,189,40,116
0,Michigan,Lansing,MI,22697,13573,27225,189,40,116
0,Michigan,Holt,MI,48798,38764,31496,1,0,0
0,Michigan,Mason,MI,112626,300000,66768,1,0,1
0,Michigan,Mason,MI,63053,49745,47772,1,0,1
0,Michigan,Leslie,MI,74601,58251,50726,0,0,0
0,Michigan,Mason,MI,75593,68980,49647,1,0,1
0,Michigan,Mason,MI,33249,18063,36314,1,0,1
0,Michigan,Lansing,MI,34684,33247,23658,189,40,116
0,Michigan,Dansville,MI,0,0,0,0,0,0
0,Michigan,Linden,MI,78759,72634,45042,1,0,1
0,Michigan,Belding,MI,38628,27812,43912,1,1,0
0,Michigan,Lake Odessa,MI,64010,57571,37664,2,2,1
0,Michigan,Portland,MI,83401,72945,46979,2,0,0
0,Michigan,Ionia,MI,62883,64252,33338,3,3,0
0,Michigan,Tawas City,MI,65774,41670,59331,1,1,1
0,Michigan,Tawas City,MI,41885,28216,46839,1,1,1
0,Michigan,Hale,MI,42260,31532,36302,1,0,1
0,Michigan,Iron River,MI,31241,24881,22913,1,1,0
0,Michigan,Winn,MI,54447,43686,36032,0,0,0
0,Michigan,Mount Pleasant,MI,39108,26388,36505,13,3,2
0,Michigan,Flint,MI,24147,11990,31365,643,166,375
0,Michigan,Mt Pleasant,MI,55460,51865,41955,0,0,0
0,Michigan,Mount Pleasant,MI,40241,29948,43017,13,3,2
0,Michigan,Jackson,MI,31778,31743,20300,129,16,64
0,Michigan,Jackson,MI,17756,9102,24048,129,16,64
0,Michigan,Jackson,MI,25704,15068,28763,129,16,64
0,Michigan,Jackson,MI,42214,38334,26807,129,16,64
0,Michigan,Jackson,MI,109043,89277,69086,129,16,64
0,Michigan,Jackson,MI,27605,18783,24514,129,16,64
0,Michigan,Jackson,MI,68893,300000,53234,129,16,64
0,Michigan,Jackson,MI,67972,300000,41901,129,16,64
0,Michigan,Beaverton,MI,47477,36773,42273,2,1,2
0,Michigan,Napoleon,MI,117686,106746,72616,0,0,0
0,Michigan,Clarklake,MI,75430,53069,64403,1,1,0
0,Michigan,Parma,MI,87031,92586,59535,3,0,0
0,Michigan,Jackson,MI,50675,41776,39852,129,16,64
0,Michigan,Brooklyn,MI,67585,48652,57249,0,0,0
0,Michigan,Kalamazoo,MI,30751,26735,23717,178,33,78
0,Michigan,Kalamazoo,MI,36584,27107,38097,178,33,78
0,Michigan,Kalamazoo,MI,23265,13917,23175,178,33,78
0,Michigan,Kalamazoo,MI,80774,71692,64856,178,33,78
0,Michigan,Kalamazoo,MI,38503,27883,37681,178,33,78
0,Michigan,Traverse City,MI,78116,71606,45163,21,1,2
0,Michigan,Kalamazoo,MI,69755,62257,53388,178,33,78
0,Michigan,Kalamazoo,MI,61437,52443,38100,178,33,78
0,Michigan,Kalamazoo,MI,45544,37818,31445,178,33,78
0,Michigan,Portage,MI,37935,14375,59159,6,2,3
0,Michigan,Portage,MI,81777,300000,37771,6,2,3
0,Michigan,Portage,MI,107587,87201,71169,6,2,3
0,Michigan,Kalamazoo,MI,51824,42739,33702,178,33,78
0,Michigan,Hickory Corners,MI,48802,41709,37416,0,0,0
0,Michigan,Kalamazoo,MI,72662,300000,42404,178,33,78
0,Michigan,Elk Rapids,MI,71411,54376,64236,0,0,0
0,Michigan,Kalamazoo,MI,76638,60663,50274,178,33,78
0,Michigan,Traverse City,MI,76244,59414,61718,21,1,2
0,Michigan,Portage,MI,113941,300000,64262,6,2,3
0,Michigan,Portage,MI,47135,41028,38565,6,2,3
0,Michigan,Kalamazoo,MI,46732,53646,23100,178,33,78
0,Michigan,Galesburg,MI,58618,48119,44391,1,0,0
0,Michigan,Kalkaska,MI,60070,48342,47542,1,0,0
0,Michigan,Mancelona,MI,46327,41580,27644,1,1,1
0,Michigan,Grand Rapids,MI,54368,49858,36026,352,45,215
0,Michigan,Grand Rapids,MI,52257,50310,23842,352,45,215
0,Michigan,Grand Rapids,MI,45514,34133,36453,352,45,215
0,Michigan,Grand Rapids,MI,44262,300000,23440,352,45,215
0,Michigan,Saint Louis,MI,22499,300000,1826,0,0,0
0,Michigan,Grand Rapids,MI,35194,21330,29690,352,45,215
0,Michigan,Grand Rapids,MI,79460,71721,49851,352,45,215
0,Michigan,Grand Rapids,MI,34289,16783,37789,352,45,215
0,Michigan,Grand Rapids,MI,72298,64049,53107,352,45,215
0,Michigan,Grand Rapids,MI,46215,45066,30969,352,45,215
0,Michigan,Grand Rapids,MI,25151,22468,18327,352,45,215
0,Michigan,Grand Rapids,MI,67053,59312,50063,352,45,215
0,Michigan,Grand Rapids,MI,29511,27493,20197,352,45,215
0,Michigan,Grand Rapids,MI,65222,59602,39726,352,45,215
0,Michigan,Grand Rapids,MI,60702,300000,47985,352,45,215
0,Michigan,Reading,MI,48963,41579,38445,1,0,0
0,Michigan,Greenville,MI,61883,52923,54004,1,1,0
0,Michigan,Sparta,MI,53442,38970,44374,2,1,1
0,Michigan,Rockford,MI,81194,69092,58393,0,0,0
0,Michigan,Belding,MI,69839,300000,40424,1,1,0
0,Michigan,Rockford,MI,75257,62759,49518,0,0,0
0,Michigan,Grand Rapids,MI,78527,73855,48562,352,45,215
0,Michigan,Grand Rapids,MI,77159,61891,58001,352,45,215
0,Michigan,Grand Rapids,MI,41446,33593,31632,352,45,215
0,Michigan,Grand Rapids,MI,83645,70810,63664,352,45,215
0,Michigan,Grand Rapids,MI,83872,70111,57799,352,45,215
0,Michigan,Calumet,MI,46803,36280,37925,0,0,0
0,Michigan,Lowell,MI,85608,67356,65183,2,2,1
0,Michigan,Grand Rapids,MI,119263,300000,62471,352,45,215
0,Michigan,Grand Rapids,MI,154108,151894,76201,352,45,215
0,Michigan,Grand Rapids,MI,63245,300000,40191,352,45,215
0,Michigan,Grand Rapids,MI,100359,90705,61602,352,45,215
0,Michigan,Grand Rapids,MI,43405,39251,23522,352,45,215
0,Michigan,Grandville,MI,58155,62722,36429,3,0,1
0,Michigan,Wyoming,MI,50482,47244,25861,43,12,17
0,Michigan,Wyoming,MI,46579,40503,29893,43,12,17
0,Michigan,Wyoming,MI,57332,300000,37264,43,12,17
0,Michigan,Atlantic Mine,MI,0,0,0,0,0,0
0,Michigan,Grand Rapids,MI,59105,45204,41620,352,45,215
0,Michigan,Wyoming,MI,71107,300000,52753,43,12,17
0,Michigan,Byron Center,MI,64176,59389,37104,1,0,1
0,Michigan,Caledonia,MI,40725,34763,24570,0,0,0
0,Michigan,Caledonia,MI,103635,300000,55047,0,0,0
0,Michigan,Baldwin,MI,30851,22208,29578,0,0,0
0,Michigan,Brown City,MI,63043,54643,43651,0,0,0
0,Michigan,North Branch,MI,57353,55347,35346,2,0,0
0,Michigan,Lapeer,MI,61300,49143,49486,2,0,1
0,Michigan,Lapeer,MI,60269,54618,37957,2,0,1
0,Michigan,Bad Axe,MI,44783,33995,37712,0,0,0
0,Michigan,Imlay City,MI,63107,53035,44377,3,1,1
0,Michigan,Dryden,MI,75652,63051,46059,0,0,0
0,Michigan,Otisville,MI,83926,74900,51545,0,0,0
0,Michigan,Maple City,MI,89744,69073,70729,1,0,0
0,Michigan,Britton,MI,63037,56007,45434,0,0,0
0,Michigan,Addison,MI,65211,61758,36229,0,0,0
0,Michigan,Adrian,MI,66771,300000,47228,13,2,5
0,Michigan,Adrian,MI,41771,25647,37865,13,2,5
0,Michigan,Adrian,MI,98869,89800,59114,13,2,5
0,Michigan,Adrian,MI,53810,300000,32701,13,2,5
0,Michigan,Lansing,MI,37614,34214,22611,189,40,116
0,Michigan,Morenci,MI,50383,44728,34726,1,0,1
0,Michigan,Blissfield,MI,59975,50484,40694,0,0,0
0,Michigan,Clinton,MI,67836,53891,46610,3,1,0
0,Michigan,Howell,MI,114686,300000,66809,3,1,1
0,Michigan,Fowlerville,MI,79442,63485,60130,0,0,0
0,Michigan,Howell,MI,80601,76327,45507,3,1,1
0,Michigan,Howell,MI,93405,89455,54894,3,1,1
0,Michigan,Pinckney,MI,101224,97482,79630,0,0,0
0,Michigan,Brighton,MI,100902,300000,61728,1,1,0
0,Michigan,Brighton,MI,74666,72482,40501,1,1,0
0,Michigan,Lansing,MI,37141,27686,35558,189,40,116
0,Michigan,Howell,MI,81941,78077,57217,3,1,1
0,Michigan,Lakeland,MI,113932,109636,64222,0,0,0
0,Michigan,Lakeland,MI,91395,300000,60188,0,0,0
0,Michigan,South Lyon,MI,69243,54890,58687,2,0,0
0,Michigan,Paradise,MI,0,0,0,0,0,0
0,Michigan,Saint Ignace,MI,66430,53255,54495,1,1,0
0,Michigan,Richmond,MI,61837,50334,44956,1,0,0
0,Michigan,Romeo,MI,118613,122002,58808,0,0,0
0,Michigan,Washington,MI,69022,49701,48254,1,0,0
0,Michigan,New Haven,MI,73186,62286,45600,0,0,0
0,Michigan,East Lansing,MI,69826,52029,59303,13,3,3
0,Michigan,Chesterfield,MI,90056,86897,43819,1,0,0
0,Michigan,Chesterfield,MI,83108,76160,47168,1,0,0
0,Michigan,Macomb,MI,101570,96392,48558,3,1,0
0,Michigan,Macomb,MI,124038,300000,61446,3,1,0
0,Michigan,Macomb,MI,56899,51025,36833,3,1,0
0,Michigan,Shelby Township,MI,68216,69412,48762,0,0,0
0,Michigan,Rochester Hills,MI,50298,39211,38970,3,0,0
0,Michigan,Shelby Township,MI,97231,88833,60445,0,0,0
0,Michigan,Macomb,MI,87541,79013,49766,3,1,0
0,Michigan,Sterling Heights,MI,68308,300000,36200,19,8,5
0,Michigan,East Lansing,MI,0,0,0,13,3,3
0,Michigan,Sterling Heights,MI,48557,34543,51161,19,8,5
0,Michigan,Sterling Heights,MI,72084,60786,55487,19,8,5
0,Michigan,Sterling Heights,MI,59830,50231,36899,19,8,5
0,Michigan,Sterling Heights,MI,75877,69478,50531,19,8,5
0,Michigan,Sterling Heights,MI,72769,67033,48115,19,8,5
0,Michigan,Sterling Heights,MI,53297,47618,37573,19,8,5
0,Michigan,Sterling Heights,MI,75717,60396,58663,19,8,5
0,Michigan,Clinton Township,MI,49115,44715,32869,18,5,5
0,Michigan,Clinton Township,MI,77680,71224,48352,18,5,5
0,Michigan,Skanee,MI,46743,38432,37959,0,0,0
0,Michigan,Mount Clemens,MI,70355,64133,46726,14,1,7
0,Michigan,Okemos,MI,82006,72379,59303,3,1,0
0,Michigan,Clinton Township,MI,53382,54438,23863,18,5,5
0,Michigan,Clinton Township,MI,60276,53599,47291,18,5,5
0,Michigan,Clinton Township,MI,70386,50020,57302,18,5,5
0,Michigan,Mount Clemens,MI,60551,300000,50581,14,1,7
0,Michigan,Mount Clemens,MI,48104,300000,35636,14,1,7
0,Michigan,Harrison Township,MI,80649,71651,50765,8,2,1
0,Michigan,Clinton Township,MI,41086,33073,32597,18,5,5
0,Michigan,Saint Clair Shores,MI,52904,43665,31735,5,1,1
0,Michigan,Saint Clair Shores,MI,68334,47989,48839,5,1,1
0,Michigan,Saint Clair Shores,MI,69343,300000,55731,5,1,1
0,Michigan,Holt,MI,62045,49456,44919,1,0,0
0,Michigan,Saint Clair Shores,MI,84215,80458,53627,5,1,1
0,Michigan,Saint Clair Shores,MI,50204,36017,46000,5,1,1
0,Michigan,Saint Clair Shores,MI,59797,48047,41168,5,1,1
0,Michigan,Grosse Pointe Woods,MI,74439,58939,59632,1,0,0
0,Michigan,Fraser,MI,63644,49529,60639,3,1,0
0,Michigan,Roseville,MI,49313,37497,39194,23,5,7
0,Michigan,Roseville,MI,55280,41251,43560,23,5,7
0,Michigan,Roseville,MI,40633,38347,28839,23,5,7
0,Michigan,Roseville,MI,56881,40094,41993,23,5,7
0,Michigan,Roseville,MI,56826,54193,40385,23,5,7
0,Michigan,Leslie,MI,64091,54336,42567,0,0,0
0,Michigan,Eastpointe,MI,63751,58367,40435,10,3,9
0,Michigan,Eastpointe,MI,37625,26765,38763,10,3,9
0,Michigan,Eastpointe,MI,49115,35186,34905,10,3,9
0,Michigan,Eastpointe,MI,43707,26975,36510,10,3,9
0,Michigan,Warren,MI,55483,41805,42194,33,5,22
0,Michigan,Warren,MI,73095,300000,57674,33,5,22
0,Michigan,Warren,MI,64624,56135,52032,33,5,22
0,Michigan,Warren,MI,48908,35115,39238,33,5,22
0,Michigan,Warren,MI,72176,57601,49788,33,5,22
0,Michigan,Warren,MI,59565,47789,42245,33,5,22
0,Michigan,Lansing,MI,48783,41174,34300,189,40,116
0,Michigan,Warren,MI,57373,48584,46374,33,5,22
0,Michigan,Warren,MI,67879,300000,48152,33,5,22
0,Michigan,Warren,MI,41912,35705,31886,33,5,22
0,Michigan,Warren,MI,45869,33546,34424,33,5,22
0,Michigan,Warren,MI,45675,30203,45929,33,5,22
0,Michigan,Warren,MI,29445,22281,37425,33,5,22
0,Michigan,Center Line,MI,62348,300000,33231,2,0,0
0,Michigan,Chesterfield,MI,90627,80107,65134,1,0,0
0,Michigan,Warren,MI,0,0,0,33,5,22
0,Michigan,Bear Lake,MI,58700,50406,37840,0,0,0
0,Michigan,Clarksville,MI,59739,54933,43882,0,0,0
0,Michigan,Manistee,MI,76605,64486,55917,6,1,0
0,Michigan,Manistee,MI,0,0,0,6,1,0
0,Michigan,Marquette,MI,43998,40953,26998,8,5,1
0,Michigan,Gwinn,MI,62249,58207,40811,2,0,0
0,Michigan,Negaunee,MI,72425,57163,48519,0,0,0
0,Michigan,Ishpeming,MI,37069,29033,32601,1,1,0
0,Michigan,Gwinn,MI,50578,31674,48464,2,0,0
0,Michigan,Big Bay,MI,72972,48589,68023,0,0,0
0,Michigan,Ludington,MI,51841,300000,45911,4,2,0
0,Michigan,Scottville,MI,62717,51294,47342,0,0,0
0,Michigan,Oscoda,MI,47322,35948,42885,0,0,0
0,Michigan,Barryton,MI,44899,35179,37373,0,0,0
0,Michigan,Big Rapids,MI,25153,14722,24237,4,0,2
0,Michigan,Big Rapids,MI,62913,47746,47381,4,0,2
0,Michigan,Remus,MI,44362,35472,32322,0,0,0
0,Michigan,Stephenson,MI,56029,46560,42330,0,0,0
0,Michigan,Menominee,MI,45434,22296,56293,1,1,0
0,Michigan,Midland,MI,37316,20543,47362,4,3,2
0,Michigan,Midland,MI,40793,300000,34600,4,3,2
0,Michigan,Midland,MI,100433,63485,88754,4,3,2
0,Michigan,Sanford,MI,65150,55859,40663,1,0,0
0,Michigan,Iron River,MI,36338,27203,35362,1,1,0
0,Michigan,Midland,MI,76488,55489,59466,4,3,2
0,Michigan,Sanford,MI,49129,39198,43599,1,0,0
0,Michigan,Lake City,MI,42285,34604,34577,1,0,1
0,Michigan,Mc Bain,MI,52433,44970,36967,0,0,0
0,Michigan,Carleton,MI,69239,62682,52853,1,1,2
0,Michigan,Milan,MI,69048,65485,41422,1,0,0
0,Michigan,Monroe,MI,91636,300000,51223,12,4,6
0,Michigan,Monroe,MI,51071,42796,35773,12,4,6
0,Michigan,Monroe,MI,63449,57025,38748,12,4,6
0,Michigan,Monroe,MI,31768,32772,21034,12,4,6
0,Michigan,Mount Pleasant,MI,35612,25938,31736,13,3,2
0,Michigan,Monroe,MI,53825,300000,46183,12,4,6
0,Michigan,Monroe,MI,78693,73449,51329,12,4,6
0,Michigan,Petersburg,MI,85699,78298,59012,1,0,0
0,Michigan,Temperance,MI,88119,83494,51539,4,0,1
0,Michigan,Erie,MI,59859,43212,45475,4,0,1
0,Michigan,Temperance,MI,72496,52094,55483,4,0,1
0,Michigan,Stanton,MI,42932,35486,32346,2,1,0
0,Michigan,Howard City,MI,44110,35812,36497,1,0,0
0,Michigan,Sidney,MI,30963,24442,25174,0,0,0
0,Michigan,Sheridan,MI,42990,40101,30415,0,0,0
0,Michigan,Jackson,MI,39487,31965,31583,129,16,64
0,Michigan,Greenville,MI,39138,26207,34447,1,1,0
0,Michigan,Lewiston,MI,50462,48160,32509,0,0,0
0,Michigan,Muskegon,MI,20990,13183,23730,67,13,38
0,Michigan,Muskegon,MI,37650,34663,18876,67,13,38
0,Michigan,Muskegon,MI,62986,52283,45102,67,13,38
0,Michigan,Muskegon,MI,13362,7990,14334,67,13,38
0,Michigan,Muskegon,MI,102237,300000,59295,67,13,38
0,Michigan,Muskegon,MI,19736,14023,16555,67,13,38
0,Michigan,Muskegon,MI,56215,55889,29950,67,13,38
0,Michigan,Muskegon,MI,71894,53323,50849,67,13,38
0,Michigan,Jackson,MI,53598,42924,45083,129,16,64
0,Michigan,Muskegon,MI,45580,40810,32351,67,13,38
0,Michigan,Ravenna,MI,61716,48599,45337,1,1,0
0,Michigan,Muskegon,MI,57262,25224,73445,67,13,38
0,Michigan,Twin Lake,MI,51696,47730,36602,1,0,1
0,Michigan,Montague,MI,58943,48498,50290,0,0,0
0,Michigan,Montague,MI,0,0,0,0,0,0
0,Michigan,Fremont,MI,73343,58311,59213,0,0,0
0,Michigan,White Cloud,MI,41791,31849,35065,0,0,0
0,Michigan,Grant,MI,54875,46318,43118,1,0,0
0,Michigan,Battle Creek,MI,63547,55460,40875,175,20,69
0,Michigan,Oxford,MI,106581,96035,67691,5,0,1
0,Michigan,Jackson,MI,60522,49532,45029,129,16,64
0,Michigan,Oxford,MI,87658,74023,62565,5,0,1
0,Michigan,Holly,MI,88392,68232,64030,6,1,1
0,Michigan,Holly,MI,62996,300000,32757,6,1,1
0,Michigan,Clarkston,MI,95129,81166,70514,9,3,3
0,Michigan,Clarkston,MI,92656,300000,65958,9,3,3
0,Michigan,Waterford,MI,67819,61757,39446,12,4,0
0,Michigan,Clarkston,MI,56807,50585,32407,9,3,3
0,Michigan,Lake Orion,MI,69628,56825,45274,5,1,2
0,Michigan,Lake Orion,MI,134507,300000,62131,5,1,2
0,Michigan,White Lake,MI,86020,69343,60914,11,0,2
0,Michigan,Jackson,MI,66813,61931,42202,129,16,64
0,Michigan,White Lake,MI,93461,300000,63007,11,0,2
0,Michigan,Highland,MI,90195,75612,61955,4,2,1
0,Michigan,Highland,MI,38674,28122,34879,4,2,1
0,Michigan,Milford,MI,71972,51838,55521,1,0,0
0,Michigan,Commerce Township,MI,107891,95064,60500,4,1,2
0,Michigan,Commerce Township,MI,94226,85171,64484,4,1,2
0,Michigan,Walled Lake,MI,55204,22898,56697,1,0,0
0,Michigan,Novi,MI,40785,31517,36023,6,2,4
0,Michigan,Novi,MI,164150,300000,66449,6,2,4
0,Michigan,Novi,MI,76944,300000,46088,6,2,4
0,Michigan,Kalamazoo,MI,42668,26549,49325,178,33,78
0,Michigan,Northville,MI,154332,300000,73550,1,0,0
0,Michigan,New Hudson,MI,90842,74020,59969,0,0,0
0,Michigan,Auburn Hills,MI,49095,42799,27503,7,0,3
0,Michigan,Auburn Hills,MI,62094,53863,46914,7,0,3
0,Michigan,Pontiac,MI,54406,46919,41461,238,33,129
0,Michigan,Pontiac,MI,67006,51900,48131,238,33,129
0,Michigan,Pontiac,MI,37760,31805,25322,238,33,129
0,Michigan,Waterford,MI,42587,30574,35523,12,4,0
0,Michigan,Pontiac,MI,40356,29379,33630,238,33,129
0,Michigan,Waterford,MI,61820,53850,34048,12,4,0
0,Michigan,Kalamazoo,MI,32277,12378,49679,178,33,78
0,Michigan,Waterford,MI,94706,77415,67776,12,4,0
0,Michigan,Waterford,MI,107467,91076,75407,12,4,0
0,Michigan,Waterford,MI,82190,300000,65598,12,4,0
0,Michigan,Waterford,MI,66349,66183,44040,12,4,0
0,Michigan,Waterford,MI,43163,38342,30287,12,4,0
0,Michigan,Waterford,MI,46260,31151,45865,12,4,0
0,Michigan,Pontiac,MI,98214,74908,78301,238,33,129
0,Michigan,Bloomfield Hills,MI,150265,137804,84409,5,2,2
0,Michigan,Bloomfield Hills,MI,135005,127550,71893,5,2,2
0,Michigan,Bloomfield Hills,MI,133139,114978,81788,5,2,2
0,Michigan,Kalamazoo,MI,35774,29157,28238,178,33,78
0,Michigan,Birmingham,MI,91522,83308,55969,2,0,0
0,Michigan,Birmingham,MI,132704,300000,71534,2,0,0
0,Michigan,West Bloomfield,MI,102775,73253,79686,3,1,0
0,Michigan,West Bloomfield,MI,118310,300000,79442,3,1,0
