,state,city,code,mean_inc,median_inc,stdev_inc,num_incidents,total_killed,total_injured
0,Alabama,Chickasaw,AL,38773,30506,33101,1,0,0
0,Alabama,Louisville,AL,37725,19528,43789,2,0,3
0,Alabama,Columbiana,AL,54606,31930,57348,4,0,5
0,Alabama,Satsuma,AL,63919,52814,47707,0,0,0
0,Alabama,Dauphin Island,AL,77948,67225,54270,0,0,0
0,Alabama,Cullman,AL,50715,42643,35886,15,6,4
0,Alabama,East Brewton,AL,33737,23610,28256,0,0,0
0,Alabama,Coosada,AL,46319,40242,38941,1,0,1
0,Alabama,Eva,AL,57994,39591,47235,0,0,0
0,Alabama,Sylacauga,AL,54807,41712,51359,9,6,1
0,Alabama,Rainsville,AL,47929,38947,44430,1,0,1
0,Alabama,Gadsden,AL,42251,28811,41397,58,17,31
0,Alabama,Georgiana,AL,27993,19757,27656,1,0,0
0,Alabama,Rockford,AL,31229,22745,27452,1,0,0
0,Alabama,Greensboro,AL,36439,21136,45043,5,3,1
0,Alabama,Guin,AL,56934,39047,53934,0,0,0
0,Alabama,Hartford,AL,41057,21608,45280,2,0,4
0,Alabama,Helena,AL,93682,300000,55763,4,1,2
0,Alabama,Hokes Bluff,AL,57202,46738,44401,0,0,0
0,Alabama,Opp,AL,49699,34049,48287,6,1,8
0,Alabama,Attalla,AL,51926,300000,28590,3,0,1
0,Alabama,Millport,AL,44572,34725,36562,0,0,0
0,Alabama,Section,AL,56029,31635,62581,0,0,0
0,Alabama,Andalusia,AL,51098,43794,32431,9,2,1
0,Alabama,Lockhart,AL,45465,36849,45634,0,0,0
0,Alabama,Mcintosh,AL,67392,48713,54529,1,1,0
0,Alabama,Maplesville,AL,43767,30427,38304,0,0,0
0,Alabama,Fairfield,AL,48074,39817,37964,59,29,33
0,Alabama,Mobile,AL,53330,38231,50855,560,161,303
0,Alabama,Moulton,AL,42079,28180,39942,4,2,4
0,Alabama,Muscle Shoals,AL,60729,49109,48170,10,8,3
0,Alabama,Newbern,AL,32466,17389,31851,0,0,0
0,Alabama,Northport,AL,62410,54115,47114,12,1,8
0,Alabama,Opelika,AL,55199,40430,48856,64,23,29
0,Alabama,Panola,AL,22603,6190,29054,0,0,0
0,Alabama,Ozark,AL,86605,79218,52491,19,3,15
0,Alabama,Deatsville,AL,63066,57698,41175,2,2,0
0,Alabama,Prattville,AL,53597,39054,39602,32,9,12
0,Alabama,Red Bay,AL,39220,29055,33077,3,0,0
0,Alabama,Andalusia,AL,39218,25895,48015,9,2,1
0,Alabama,Cleveland,AL,55127,44609,39231,1,1,0
0,Alabama,Satsuma,AL,59567,52275,43545,0,0,0
0,Alabama,Shelby,AL,63758,45844,53244,0,0,0
0,Alabama,Smiths Station,AL,57098,45637,48651,5,3,1
0,Alabama,Phil Campbell,AL,72297,300000,21067,3,0,2
0,Alabama,Sumiton,AL,51907,39657,46146,1,0,0
0,Alabama,Tallassee,AL,55849,50493,42845,7,2,5
0,Alabama,Mobile,AL,55230,47636,45298,560,161,303
0,Alabama,Tuscaloosa,AL,55815,38843,54867,220,40,151
0,Alabama,Valley,AL,49554,39263,40901,12,2,6
0,Alabama,Vincent,AL,0,0,0,1,1,0
0,Alabama,Camp Hill,AL,71026,60438,56646,1,1,1
0,Alabama,Cullman,AL,58314,49030,50015,15,6,4
0,Alabama,Woodland,AL,48217,33446,42907,0,0,0
0,Alabama,Wadley,AL,14741,11398,10903,0,0,0
0,Alabama,Aliceville,AL,28347,20997,28311,2,1,3
0,Alabama,Odenville,AL,242857,300000,25317,3,2,0
0,Alabama,Auburn,AL,59694,38029,60946,50,19,20
0,Alabama,Bayou La Batre,AL,50047,35147,43788,1,0,0
0,Alabama,Bessemer,AL,41239,29150,38565,94,38,63
0,Alabama,Boligee,AL,32777,12379,58584,1,0,1
0,Alabama,Brilliant,AL,33353,25776,27149,0,0,0
0,Alabama,Calera,AL,65576,64695,38729,7,2,0
0,Alabama,Carrollton,AL,41709,27321,44007,1,0,1
0,Alabama,Moody,AL,45862,32942,40674,2,0,2
0,Alabama,Odenville,AL,62222,56867,43036,3,2,0
0,Alabama,Hoover,AL,90262,71401,66042,8,4,0
0,Alabama,Birmingham,AL,92018,74570,65160,976,364,626
0,Alabama,Chelsea,AL,78399,71839,54844,3,0,2
0,Alabama,Maylene,AL,85122,75896,58979,0,0,0
0,Alabama,Ohatchee,AL,66000,54091,47663,2,1,1
0,Alabama,Panola,AL,34064,28981,28466,0,0,0
0,Alabama,Talladega,AL,38882,27264,45128,22,9,8
0,Alabama,Sylacauga,AL,40948,31044,36118,9,6,1
0,Alabama,Dadeville,AL,48421,35722,44616,8,2,7
0,Alabama,Northport,AL,77977,74807,59517,12,1,8
0,Alabama,Holt,AL,37965,29413,34880,0,0,0
0,Alabama,Tuscaloosa,AL,24931,12361,34393,220,40,151
0,Alabama,Tuscaloosa,AL,60252,45803,55310,220,40,151
0,Alabama,Holt,AL,53301,40174,43882,0,0,0
0,Alabama,Nauvoo,AL,40072,29226,37412,1,0,1
0,Alabama,Lanett,AL,35951,23009,38779,5,2,11
0,Alabama,Millry,AL,48623,40342,41443,0,0,0
0,Alabama,Arley,AL,49046,36818,42393,0,0,0
0,Alabama,Prattville,AL,58180,51927,40722,32,9,12
0,Alabama,Elmore,AL,41464,35150,30951,4,3,1
0,Alabama,Marbury,AL,59061,300000,36002,0,0,0
0,Alabama,Perdido,AL,55216,43407,52450,3,1,0
0,Alabama,Bay Minette,AL,36474,24377,31702,11,3,6
0,Alabama,Daphne,AL,107603,97539,63498,8,2,4
0,Alabama,Loxley,AL,50583,41882,37860,2,2,1
0,Alabama,Robertsdale,AL,69996,300000,37937,7,4,1
0,Alabama,Clanton,AL,56638,41768,48428,13,3,9
0,Alabama,Fairhope,AL,67864,52050,64026,10,2,2
0,Alabama,Foley,AL,71445,58784,51329,14,4,2
0,Alabama,Gulf Shores,AL,65583,300000,59906,8,2,3
0,Alabama,Foley,AL,49212,300000,21308,14,4,2
0,Alabama,Pensacola,AL,57395,46769,46123,0,0,0
0,Alabama,Clayton,AL,56947,45615,47083,1,2,0
0,Alabama,Eufaula,AL,43222,26304,47072,16,4,11
0,Alabama,Brent,AL,67555,54574,61374,3,3,1
0,Alabama,Oneonta,AL,34855,32407,21562,1,0,1
0,Alabama,Cleveland,AL,56385,49459,39388,1,1,0
0,Alabama,Gilbertown,AL,53998,39956,48887,0,0,0
0,Alabama,Blountsville,AL,47717,30660,46395,6,5,5
0,Alabama,Hayden,AL,58684,47284,39926,1,0,0
0,Alabama,Union Springs,AL,30765,25206,26768,15,6,14
0,Alabama,Greenville,AL,30564,21911,23037,20,8,7
0,Alabama,Mckenzie,AL,36333,27877,29844,0,0,0
0,Alabama,Anniston,AL,27581,15743,28241,62,35,40
0,Alabama,Anniston,AL,55336,41259,45442,62,35,40
0,Alabama,Oxford,AL,54371,46871,46868,10,3,3
0,Alabama,Anniston,AL,49509,48881,28239,62,35,40
0,Alabama,Jacksonville,AL,46650,41809,29011,10,8,4
0,Alabama,Jackson,AL,40352,30601,39286,1,3,0
0,Alabama,Jacksonville,AL,33803,13029,35858,10,8,4
0,Alabama,Piedmont,AL,35282,27332,29556,6,9,1
0,Alabama,Alexandria,AL,72487,64034,45909,1,0,0
0,Alabama,Alexandria,AL,0,0,0,1,0,0
0,Alabama,Lafayette,AL,45966,300000,34017,2,1,1
0,Alabama,Lanett,AL,38000,30130,30948,5,2,11
0,Alabama,Valley,AL,44019,27057,50751,12,2,6
0,Alabama,Sand Rock,AL,57239,43170,47243,0,0,0
0,Alabama,Spring Garden,AL,51542,300000,60348,0,0,0
0,Alabama,Clanton,AL,54388,37212,48573,13,3,9
0,Alabama,Jack,AL,47550,35327,39518,0,0,0
0,Alabama,Jemison,AL,40648,33316,32761,5,2,2
0,Alabama,Verbena,AL,67265,46110,59481,0,0,0
0,Alabama,Butler,AL,55952,40705,54619,2,1,0
0,Alabama,Thomasville,AL,40451,36477,28494,0,0,0
0,Alabama,Robertsdale,AL,64173,45281,57389,7,4,1
0,Alabama,Grove Hill,AL,50714,38228,55570,1,1,1
0,Alabama,Jackson,AL,40592,23781,37971,1,3,0
0,Alabama,Ashland,AL,44628,35064,33198,1,0,1
0,Alabama,Heflin,AL,31459,25199,32837,6,2,1
0,Alabama,Jack,AL,51782,34974,43086,0,0,0
0,Alabama,Kinston,AL,46792,30746,46019,1,0,1
0,Alabama,Enterprise,AL,88951,84211,56279,27,8,16
0,Alabama,Enterprise,AL,61449,49254,51536,27,8,16
0,Alabama,Sheffield,AL,51659,42586,39138,8,2,3
0,Alabama,Tuscumbia,AL,46357,300000,26728,10,4,4
0,Alabama,Muscle Shoals,AL,72532,65185,55384,10,8,3
0,Alabama,Leighton,AL,51460,38525,36757,5,1,3
0,Alabama,Tuscumbia,AL,44527,38139,36681,10,4,4
0,Alabama,Castleberry,AL,31633,28982,24289,0,0,0
0,Alabama,Rockford,AL,33042,23325,31099,1,0,0
0,Alabama,Andalusia,AL,53559,300000,24136,9,2,1
0,Alabama,Andalusia,AL,58835,41801,49863,9,2,1
0,Alabama,Muscle Shoals,AL,61868,56246,44831,10,8,3
0,Alabama,Opp,AL,46327,31463,35525,6,1,8
0,Alabama,Opp,AL,60141,43585,50751,6,1,8
0,Alabama,Luverne,AL,40683,28886,35812,1,0,1
0,Alabama,Baileyton,AL,61900,65528,43897,1,1,0
0,Alabama,Vinemont,AL,53673,39630,49847,0,0,0
0,Alabama,Cullman,AL,63213,300000,38851,15,6,4
0,Alabama,Cullman,AL,37893,28850,37859,15,6,4
0,Alabama,Cullman,AL,44858,32959,41497,15,6,4
0,Alabama,Garden City,AL,43726,28444,38686,0,0,0
0,Alabama,Ft Rucker,AL,68310,59974,38238,0,0,0
0,Alabama,Evergreen,AL,34206,16878,39063,2,0,0
0,Alabama,Ozark,AL,65625,49674,60856,19,3,15
0,Alabama,Ozark,AL,31645,31497,20477,19,3,15
0,Alabama,Daleville,AL,58239,61815,49004,2,0,1
0,Alabama,Midland City,AL,42703,33772,31328,2,0,0
0,Alabama,Selma,AL,65458,45588,47564,132,42,104
0,Alabama,Selma,AL,23614,15982,20480,132,42,104
0,Alabama,Orrville,AL,30567,20489,27688,3,1,3
0,Alabama,Selma,AL,26582,19843,18440,132,42,104
0,Alabama,Rainsville,AL,47226,37458,34391,1,0,1
0,Alabama,Fyffe,AL,41338,40569,19063,4,1,2
0,Alabama,Andalusia,AL,42170,26135,46568,9,2,1
0,Alabama,Crossville,AL,50821,54135,34788,4,1,3
0,Alabama,Ft Payne,AL,46422,40662,30381,0,0,0
0,Alabama,Fort Payne,AL,57662,300000,30695,6,2,3
0,Alabama,Deatsville,AL,55257,50235,34870,2,2,0
0,Alabama,Eclectic,AL,51818,50579,30368,3,4,1
0,Alabama,Wetumpka,AL,81059,49903,70277,7,3,3
0,Alabama,Millbrook,AL,57221,48383,41222,17,3,7
0,Alabama,East Brewton,AL,42831,40855,32957,0,0,0
0,Alabama,Brewton,AL,63662,57710,42797,6,2,3
0,Alabama,Atmore,AL,31072,23243,22228,14,7,5
0,Alabama,Highland Home,AL,51077,47797,40234,1,0,0
0,Alabama,Gadsden,AL,36536,23911,38627,58,17,31
0,Alabama,Gadsden,AL,65909,49884,54872,58,17,31
0,Alabama,Gadsden,AL,32898,19505,32387,58,17,31
0,Alabama,Gadsden,AL,42144,34726,33731,58,17,31
0,Alabama,Gadsden,AL,31929,22709,23582,58,17,31
0,Alabama,Rainbow City,AL,50735,39380,40435,6,3,1
0,Alabama,Glencoe,AL,55639,300000,47971,0,0,0
0,Alabama,Attalla,AL,59416,46048,45916,3,0,1
0,Alabama,Gadsden,AL,24359,22809,14966,58,17,31
0,Alabama,Fayette,AL,40956,28972,44086,0,0,0
0,Alabama,Vinemont,AL,52592,38743,40883,0,0,0
0,Alabama,Berry,AL,54116,32380,54325,0,0,0
0,Alabama,Russellville,AL,78787,48388,70841,14,5,5
0,Alabama,Vina,AL,37300,300000,28404,0,0,0
0,Alabama,Samson,AL,37651,27315,36312,0,0,0
0,Alabama,Hartford,AL,26922,20881,23141,2,0,4
0,Alabama,Slocomb,AL,53395,42052,42981,2,1,1
0,Alabama,Boligee,AL,24591,16667,25982,1,0,1
0,Alabama,Greensboro,AL,43686,28110,51574,5,3,1
0,Alabama,Fort Gaines,AL,47014,41328,37305,0,0,0
0,Alabama,Newton,AL,69416,53258,59746,0,0,0
0,Alabama,Cullman,AL,62728,53463,53245,15,6,4
0,Alabama,Dothan,AL,58553,45033,42907,84,16,48
0,Alabama,Dothan,AL,57312,45442,44993,84,16,48
0,Alabama,Dothan,AL,66532,53439,51825,84,16,48
0,Alabama,Dothan,AL,34057,24260,28608,84,16,48
0,Alabama,Webb,AL,49175,37902,46107,0,0,0
0,Alabama,Ashford,AL,54235,42227,43566,2,3,0
0,Alabama,Higdon,AL,77322,45128,78600,1,1,1
0,Alabama,Stevenson,AL,31235,21391,27591,3,2,1
0,Alabama,Scottsboro,AL,50287,42093,36400,4,0,3
0,Alabama,Scottsboro,AL,42148,32599,35347,4,0,3
0,Alabama,Ozark,AL,51326,42647,33653,19,3,15
0,Alabama,Section,AL,40859,30827,37250,0,0,0
0,Alabama,Birmingham,AL,38145,28550,35605,976,364,626
0,Alabama,Birmingham,AL,30222,28006,20606,976,364,626
0,Alabama,Birmingham,AL,18832,16684,11537,976,364,626
0,Alabama,Birmingham,AL,29489,29052,15838,976,364,626
0,Alabama,Birmingham,AL,29126,23435,18632,976,364,626
0,Alabama,Birmingham,AL,43931,37499,31846,976,364,626
0,Alabama,Birmingham,AL,25675,12611,26789,976,364,626
0,Alabama,Birmingham,AL,30849,26300,28077,976,364,626
0,Alabama,Birmingham,AL,68538,43322,63552,976,364,626
0,Alabama,Selma,AL,36740,25083,33276,132,42,104
0,Alabama,Birmingham,AL,33091,21929,33637,976,364,626
0,Alabama,Birmingham,AL,34319,30412,30305,976,364,626
0,Alabama,Birmingham,AL,30472,14309,46679,976,364,626
0,Alabama,Birmingham,AL,21753,15614,17714,976,364,626
0,Alabama,Birmingham,AL,51831,34771,48141,976,364,626
0,Alabama,Birmingham,AL,28327,23929,18744,976,364,626
0,Alabama,Birmingham,AL,28613,19517,37732,976,364,626
0,Alabama,Birmingham,AL,46565,37262,45317,976,364,626
0,Alabama,Homewood,AL,28720,26633,21802,6,1,0
0,Alabama,Birmingham,AL,45016,46009,26218,976,364,626
0,Alabama,Selma,AL,37361,25986,38026,132,42,104
0,Alabama,Hueytown,AL,52337,37992,49456,2,1,0
0,Alabama,Bessemer,AL,47506,46585,32547,94,38,63
0,Alabama,Bessemer,AL,21283,18646,12737,94,38,63
0,Alabama,Fairfield,AL,29768,27182,22343,59,29,33
0,Alabama,Silverhill,AL,53701,44265,42398,2,1,0
0,Alabama,Homewood,AL,142440,123075,72551,6,1,0
0,Alabama,Mountain Brook,AL,155368,300000,78717,2,0,0
0,Alabama,Mountain Brook,AL,128504,104533,85800,2,0,0
0,Alabama,Tarrant,AL,18813,17037,13371,5,1,2
0,Alabama,Birmingham,AL,66500,300000,28213,976,364,626
0,Alabama,Trussville,AL,70449,63764,60898,10,6,1
0,Alabama,Ft Payne,AL,45113,31818,45884,0,0,0
0,Alabama,Trussville,AL,80117,70762,52938,10,6,1
0,Alabama,Birmingham,AL,68096,66689,38318,976,364,626
0,Alabama,Kimberly,AL,80998,70230,58272,1,1,0
0,Alabama,Mount Olive,AL,74951,65918,49663,5,1,0
0,Alabama,Gardendale,AL,51319,42982,33344,4,5,0
0,Alabama,Birmingham,AL,46171,42204,35015,976,364,626
0,Alabama,Birmingham,AL,50662,40369,43229,976,364,626
0,Alabama,Graysville,AL,54763,47866,30405,4,0,2
0,Alabama,Pleasant Grove,AL,90511,73076,57912,8,4,1
0,Alabama,Adamsville,AL,53383,47460,34172,9,1,6
0,Alabama,Eclectic,AL,54558,50225,38587,3,4,1
0,Alabama,Birmingham,AL,40281,24797,43647,976,364,626
0,Alabama,Vestavia Hills,AL,95153,85431,61817,1,0,1
0,Alabama,Vestavia Hills,AL,79077,39607,80856,1,0,1
0,Alabama,Birmingham,AL,65070,53548,37505,976,364,626
0,Alabama,Homewood,AL,81011,57091,75071,6,1,0
0,Alabama,Birmingham,AL,31871,21950,27401,976,364,626
0,Alabama,Fairfield,AL,60913,300000,35897,59,29,33
0,Alabama,Fairfield,AL,52520,35063,48743,59,29,33
0,Alabama,Bessemer,AL,77131,300000,63377,94,38,63
0,Alabama,Mccalla,AL,90324,88210,53865,3,2,0
0,Alabama,Prattville,AL,54523,41056,42264,32,9,12
0,Alabama,Bessemer,AL,46829,300000,28279,94,38,63
0,Alabama,Hoover,AL,128915,300000,84788,8,4,0
0,Alabama,Hoover,AL,115904,103436,66951,8,4,0
0,Alabama,Vernon,AL,48082,14259,58691,2,1,1
0,Alabama,Sheffield,AL,19898,11362,28768,8,2,3
0,Alabama,Florence,AL,28404,25315,18845,42,6,28
0,Alabama,Florence,AL,45871,40925,26949,42,6,28
0,Alabama,Florence,AL,66925,57489,39019,42,6,28
0,Alabama,Florence,AL,58520,53758,32706,42,6,28
0,Alabama,Florence,AL,65375,49876,45702,42,6,28
0,Alabama,Gadsden,AL,34479,22032,33189,58,17,31
0,Alabama,Killen,AL,85950,62159,60426,7,7,3
0,Alabama,Rogersville,AL,53050,39930,53937,1,0,1
0,Alabama,Town Creek,AL,49453,30636,36144,0,0,0
0,Alabama,Trinity,AL,50558,35481,47100,1,1,1
0,Alabama,Mt Hope,AL,49474,34122,46748,0,0,0
0,Alabama,Auburn,AL,82357,71002,63502,50,19,20
0,Alabama,Auburn,AL,34498,23556,36377,50,19,20
0,Alabama,Auburn,AL,44489,300000,29855,50,19,20
0,Alabama,Opelika,AL,71907,300000,48918,64,23,29
0,Alabama,Opelika,AL,60292,300000,43525,64,23,29
0,Alabama,Gadsden,AL,40819,28402,42411,58,17,31
0,Alabama,Salem,AL,56743,51524,41271,4,3,2
0,Alabama,Smiths Station,AL,42186,29698,47342,5,3,1
0,Alabama,Athens,AL,84102,78280,48448,57,10,27
0,Alabama,Elkmont,AL,52624,47441,40626,2,0,0
0,Alabama,Athens,AL,43849,30742,37222,57,10,27
0,Alabama,Athens,AL,80593,60539,57881,57,10,27
0,Alabama,Madison,AL,101327,85287,71138,39,8,25
0,Alabama,Fort Deposit,AL,63560,52781,51846,1,0,0
0,Alabama,Tuskegee Institute,AL,50328,36023,42007,0,0,0
0,Alabama,Shorter,AL,43995,35431,36578,0,0,0
0,Alabama,Glencoe,AL,53767,43691,45193,0,0,0
0,Alabama,Huntsville,AL,47407,33659,47264,518,79,264
0,Alabama,Huntsville,AL,38058,30776,26164,518,79,264
0,Alabama,Huntsville,AL,57474,42104,43712,518,79,264
0,Alabama,Huntsville,AL,53441,30532,51596,518,79,264
0,Alabama,Huntsville,AL,49178,42703,35945,518,79,264
0,Alabama,Huntsville,AL,93252,88860,53694,518,79,264
0,Alabama,Huntsville,AL,23273,20863,16217,518,79,264
0,Alabama,Huntsville,AL,37494,22507,45377,518,79,264
0,Alabama,Huntsville,AL,77007,300000,46110,518,79,264
0,Alabama,Huntsville,AL,79876,75064,48133,518,79,264
0,Alabama,Fayette,AL,48781,39117,40468,0,0,0
0,Alabama,Huntsville,AL,83331,75474,45271,518,79,264
0,Alabama,New Market,AL,64802,63617,40696,3,1,1
0,Alabama,New Market,AL,56419,48140,40933,3,1,1
0,Alabama,Madison,AL,75746,64911,48878,39,8,25
0,Alabama,Harvest,AL,80729,69225,55309,8,1,6
0,Alabama,Huntsville,AL,58474,44095,40051,518,79,264
0,Alabama,Madison,AL,134609,300000,67906,39,8,25
0,Alabama,Madison,AL,79792,56372,67825,39,8,25
0,Alabama,Owens Cross Roads,AL,65716,49914,49851,6,1,1
0,Alabama,Linden,AL,32346,20988,33541,1,1,0
0,Alabama,Red Bay,AL,36970,30452,29147,3,0,0
0,Alabama,Dixons Mills,AL,48416,30152,50464,0,0,0
0,Alabama,Linden,AL,47449,35339,37198,1,1,0
0,Alabama,Hamilton,AL,50049,32935,57865,5,4,2
0,Alabama,Guin,AL,31017,15096,35883,0,0,0
0,Alabama,Grant,AL,55987,38909,44664,1,1,0
0,Alabama,Union Grove,AL,62677,51925,44841,2,1,2
0,Alabama,Arab,AL,58478,300000,38954,16,2,7
0,Alabama,Guntersville,AL,55796,36870,49992,8,1,4
0,Alabama,Albertville,AL,61634,300000,46009,18,3,10
0,Alabama,Albertville,AL,32765,20717,29509,18,3,10
0,Alabama,Eutaw,AL,30928,20746,31024,4,4,6
0,Alabama,Boaz,AL,77080,60413,61358,6,1,3
0,Alabama,Mobile,AL,23700,16804,25449,560,161,303
0,Alabama,Mobile,AL,40489,34201,36346,560,161,303
0,Alabama,Mobile,AL,46053,32056,45729,560,161,303
0,Alabama,Mobile,AL,36931,34077,25961,560,161,303
0,Alabama,Mobile,AL,38383,30813,36375,560,161,303
0,Alabama,Mobile,AL,50132,29059,58102,560,161,303
0,Alabama,Mobile,AL,70996,68650,47507,560,161,303
0,Alabama,Mobile,AL,42432,300000,38313,560,161,303
0,Alabama,Mobile,AL,57689,54763,42667,560,161,303
0,Alabama,Abbeville,AL,40518,25216,39126,2,1,1
0,Alabama,Mobile,AL,35468,14533,41837,560,161,303
0,Alabama,Mobile,AL,49698,43324,43669,560,161,303
0,Alabama,Mobile,AL,108483,300000,78388,560,161,303
0,Alabama,Mobile,AL,58556,42972,51439,560,161,303
0,Alabama,Orange Beach,AL,86000,66868,64338,1,1,0
0,Alabama,Mobile,AL,64660,56165,41770,560,161,303
0,Alabama,Mobile,AL,23955,20077,20213,560,161,303
0,Alabama,Whistler,AL,24218,16243,23567,0,0,0
0,Alabama,Saraland,AL,43803,300000,28268,7,2,4
0,Alabama,Mount Vernon,AL,48595,41530,38304,2,1,3
0,Alabama,Wilmer,AL,58182,48215,45160,6,4,3
0,Alabama,Dothan,AL,75861,55836,69018,84,16,48
0,Alabama,Semmes,AL,66912,55680,49569,11,4,7
0,Alabama,Mobile,AL,98744,92467,69504,560,161,303
0,Alabama,Grand Bay,AL,35313,25328,25644,6,2,5
0,Alabama,Irvington,AL,51099,39571,34541,4,3,0
0,Alabama,Mobile,AL,48721,46383,37861,560,161,303
0,Alabama,Mobile,AL,63538,49255,56525,560,161,303
0,Alabama,Mobile,AL,33457,21104,34577,560,161,303
0,Alabama,Bayou La Batre,AL,0,0,0,1,0,0
0,Alabama,Monroeville,AL,65025,48748,51291,3,0,1
0,Alabama,Uriah,AL,33553,22348,28976,0,0,0
0,Alabama,Dothan,AL,41374,27130,43691,84,16,48
0,Alabama,Montgomery,AL,32307,33114,22159,483,174,318
0,Alabama,Montgmomery,AL,52473,51602,39175,0,0,0
0,Alabama,Montgomery,AL,14023,11494,10200,483,174,318
0,Alabama,Montgomery,AL,51585,39275,43379,483,174,318
0,Alabama,Montgomery,AL,47899,300000,34528,483,174,318
0,Alabama,Montgomery,AL,43562,31912,41835,483,174,318
0,Alabama,Montgomery,AL,33530,29294,19200,483,174,318
0,Alabama,Montgomery,AL,24669,22640,19811,483,174,318
0,Alabama,Montgomery,AL,102838,96944,54029,483,174,318
0,Alabama,Montgomery,AL,48406,31702,51309,483,174,318
0,Alabama,Princeton,AL,45068,36873,39979,0,0,0
0,Alabama,Montgomery,AL,49593,54777,24162,483,174,318
0,Alabama,Montgomery,AL,69004,300000,41886,483,174,318
0,Alabama,Montgomery,AL,38679,28065,36734,483,174,318
0,Alabama,Montgomery,AL,135664,125792,75085,483,174,318
0,Alabama,Montgomery,AL,96002,300000,46932,483,174,318
0,Alabama,Pike Road,AL,99568,99257,51364,4,1,1
0,Alabama,Montgomery,AL,87238,300000,48659,483,174,318
0,Alabama,Montgomery,AL,86272,73460,56852,483,174,318
0,Alabama,Hope Hull,AL,48871,21249,51652,2,1,1
0,Alabama,Montgomery,AL,55287,36619,50965,483,174,318
0,Alabama,Birmingham,AL,31849,23740,27884,976,364,626
0,Alabama,Decatur,AL,65126,49578,55681,97,23,47
0,Alabama,Decatur,AL,44728,30715,32247,97,23,47
0,Alabama,Decatur,AL,50662,41789,38782,97,23,47
0,Alabama,Decatur,AL,45554,31079,45011,97,23,47
0,Alabama,Hartselle,AL,78301,57511,63529,8,5,1
0,Alabama,Somerville,AL,45167,41084,30061,3,2,2
0,Alabama,Eva,AL,48190,36191,42704,0,0,0
0,Alabama,Marion,AL,47317,300000,32269,3,0,2
0,Alabama,Gordo,AL,52298,29581,54192,1,0,2
0,Alabama,Carrollton,AL,26820,15337,42456,1,0,1
0,Alabama,Birmingham,AL,31502,23017,27647,976,364,626
0,Alabama,Troy,AL,55440,39745,48155,30,7,21
0,Alabama,Troy,AL,38677,30309,34105,30,7,21
0,Alabama,Wedowee,AL,44124,40935,29087,2,1,2
0,Alabama,Roanoke,AL,56777,49691,42143,0,0,0
0,Alabama,Phenix City,AL,26882,23200,19629,50,30,38
0,Alabama,Phenix City,AL,47470,34531,41869,50,30,38
0,Alabama,Phenix City,AL,30365,24661,29060,50,30,38
0,Alabama,Phenix City,AL,33523,22642,36256,50,30,38
0,Alabama,Moody,AL,63023,300000,41817,2,0,2
0,Alabama,Pell City,AL,65548,54496,51644,6,3,0
0,Alabama,Birmingham,AL,24534,15353,26832,976,364,626
0,Alabama,Ashville,AL,55128,44569,47377,2,2,0
0,Alabama,Odenville,AL,63437,61358,40278,3,2,0
0,Alabama,Hoover,AL,60199,52591,39421,8,4,0
0,Alabama,Birmingham,AL,133935,123216,82192,976,364,626
0,Alabama,Hoover,AL,114188,300000,46984,8,4,0
0,Alabama,Pelham,AL,61447,300000,33919,5,0,0
0,Alabama,Alabaster,AL,47515,38790,35105,4,1,1
0,Alabama,Birmingham,AL,124681,111108,61531,976,364,626
0,Alabama,Maylene,AL,64499,61078,48922,0,0,0
0,Alabama,Montevallo,AL,67471,61618,58096,3,1,3
0,Alabama,Birmingham,AL,27306,20635,24140,976,364,626
0,Alabama,Alabaster,AL,81035,300000,48137,4,1,1
0,Alabama,Alabaster,AL,114805,110344,67381,4,1,1
0,Alabama,Wilsonville,AL,67015,54838,56605,2,0,3
0,Alabama,Panola,AL,30720,23681,28204,0,0,0
0,Alabama,Oxford,AL,74941,59257,51277,10,3,3
0,Alabama,Talladega,AL,45623,48211,34985,22,9,8
0,Alabama,Talladega,AL,30518,300000,18938,22,9,8
0,Alabama,Childersburg,AL,20842,13928,18610,3,3,2
0,Alabama,Sylacauga,AL,56039,300000,36402,9,6,1
0,Alabama,Sylacauga,AL,42395,38497,34664,9,6,1
0,Alabama,Birmingham,AL,20724,13490,21047,976,364,626
0,Alabama,Alexander City,AL,40286,31306,39643,23,10,7
0,Alabama,Dadeville,AL,57732,53384,44292,8,2,7
0,Alabama,Dadeville,AL,74831,65949,50599,8,2,7
0,Alabama,Tuscaloosa,AL,126456,300000,64426,220,40,151
0,Alabama,Northport,AL,77645,75235,44939,12,1,8
0,Alabama,Buhl,AL,51913,45486,32933,0,0,0
0,Alabama,Tuscaloosa,AL,125421,107411,75182,220,40,151
0,Alabama,Brookwood,AL,54986,43725,44263,1,0,1
0,Alabama,Cottondale,AL,58765,51483,35724,3,0,1
0,Alabama,Cottondale,AL,48158,39959,28523,3,0,1
0,Alabama,Birmingham,AL,53410,44414,41526,976,364,626
0,Alabama,Tuscaloosa,AL,31061,24484,31856,220,40,151
0,Alabama,Tuscaloosa,AL,28049,25211,21071,220,40,151
0,Alabama,Tuscaloosa,AL,68542,47824,56598,220,40,151
0,Alabama,Tuscaloosa,AL,29516,30584,18341,220,40,151
0,Alabama,Holt,AL,44856,36678,40719,0,0,0
0,Alabama,Jasper,AL,69796,54429,49212,10,8,6
0,Alabama,Jasper,AL,48437,35721,39976,10,8,6
