,state,city,latest_rent,num_incidents,total_killed,total_injured
0,Colorado,Edwards,5075,0,0,0
0,New York,Town of Fort Ann,1685,0,0,0
0,Georgia,Alto,1018,0,0,0
0,Washington,Woodland,1601,10,5,2
0,Pennsylvania,Hellam,1288,0,0,0
0,Pennsylvania,Spring Garden Township,1295,0,0,0
0,Vermont,Town of Northfield,1520,0,0,0
0,Maryland,Accokeek,2197,3,2,0
0,Michigan,Reed City,832,1,1,0
0,New York,Town of Hamilton,1577,0,0,0
0,Wisconsin,Lancaster,1032,0,0,0
0,Mississippi,Tunica,841,8,4,2
0,Virginia,Crewe,1099,0,0,0
0,Virginia,Belle Haven,2121,0,0,0
0,Illinois,Hainesville,1419,0,0,0
0,North Carolina,Woodfin,1242,0,0,0
0,New York,Halfmoon,1905,2,1,0
0,Idaho,Chubbuck,1018,2,1,0
0,New Jersey,Union Beach,1942,0,0,0
0,Ohio,West Union,882,1,1,0
0,New Jersey,Carlstadt,2160,3,2,0
0,Washington,Elma,977,2,1,0
0,Massachusetts,Halifax,1917,0,0,0
0,Pennsylvania,Kulpsville,1695,0,0,0
0,North Carolina,Iron Station,996,2,0,0
0,Pennsylvania,Chanceford Township,1235,0,0,0
0,Texas,Palmview,1065,0,0,0
0,Delaware,Elsmere,1196,11,1,2
0,Pennsylvania,West Earl Township,1140,0,0,0
0,Florida,Ponte Vedra,2151,2,0,1
0,Washington,Milton,1679,3,2,0
0,Kansas,Concordia,707,0,0,0
0,Georgia,Whitemarsh Island,1318,0,0,0
0,Illinois,Breese,1234,0,0,0
0,Illinois,Morrison,1130,1,1,0
0,Kentucky,St. Dennis,932,0,0,0
0,Pennsylvania,Solebury,3084,0,0,0
0,Pennsylvania,Folsom,1475,0,0,0
0,Massachusetts,Groton,2496,0,0,0
0,Tennessee,Monterey,939,1,2,0
0,Washington,Brier,2295,0,0,0
0,Maryland,Halfway,1161,1,0,0
0,Michigan,Holly,1436,6,1,1
0,Ohio,Wellsville,752,1,1,0
0,Texas,Everman,1190,0,0,0
0,Ohio,Williamsburg,1154,2,0,1
0,Ohio,London,1029,2,2,2
0,Missouri,Strafford,863,2,0,0
0,Texas,Cedar Creek,1469,0,0,0
0,Georgia,Lavonia,1074,4,7,2
0,Pennsylvania,Wilkins Township,977,0,0,0
0,Missouri,Sappington,1306,0,0,0
0,Kentucky,Elsmere,1020,1,1,0
0,Maine,Rockland,1200,6,0,1
0,Maine,Town of Houlton,866,0,0,0
0,New Jersey,Eastampton,1887,0,0,0
0,Indiana,Mitchell,796,4,1,2
0,Illinois,Herrin,777,6,3,0
0,Alabama,Tarrant,741,5,1,2
0,Idaho,Gooding,910,2,2,0
0,Pennsylvania,Pine Grove Township,993,0,0,0
0,Maine,Town of Winthrop,1169,0,0,0
0,Ohio,Fairlawn,1457,1,0,1
0,Minnesota,Waite Park,1150,4,1,2
0,Texas,Huntington,1126,2,0,1
0,Pennsylvania,Kennett Square,1627,1,0,0
0,North Carolina,Troy,905,2,2,1
0,Virginia,North Tazewell,943,1,0,0
0,Rhode Island,West Greenwich,1862,4,0,0
0,North Carolina,Warsaw,796,3,1,1
0,Texas,Slaton,911,5,4,0
0,New Jersey,Fair Haven,3551,1,0,0
0,Missouri,Moscow Mills,1150,4,0,0
0,Pennsylvania,Arlington Heights,1248,0,0,0
0,Ohio,Bluffton,1171,0,0,0
0,Massachusetts,Mattapoisett,2017,2,0,1
0,New Mexico,Tijeras,1253,5,3,1
0,Arizona,Wickenburg,1425,1,0,0
0,New Jersey,Paulsboro,1330,12,1,7
0,Florida,Siesta Key,3524,0,0,0
0,Maryland,Ocean City,1385,8,0,3
0,Washington,Sudden Valley,1496,0,0,0
0,Maryland,Brookeville,2482,0,0,0
0,Tennessee,Collegedale,1485,3,0,1
0,Montana,Livingston,1101,3,1,0
0,Texas,Richmond,1741,20,11,6
0,Ohio,Portage Lakes,931,0,0,0
0,Michigan,Gladstone,851,0,0,0
0,Virginia,Lovettsville,2213,0,0,0
0,Pennsylvania,Lower Providence Township,2139,0,0,0
0,Wisconsin,Baldwin,1361,4,3,0
0,New York,Oyster Bay,3066,0,0,0
0,Louisiana,Violet,1165,5,2,3
0,Texas,Luling,1146,0,0,0
0,Hawaii,Waialua,2456,1,0,1
0,Texas,Azle,1297,8,6,2
0,California,Gustine,1196,2,1,0
0,Minnesota,Annandale,1395,1,0,0
0,Connecticut,Willington,1564,4,0,1
0,Illinois,Bartonville,849,0,0,0
0,Wisconsin,Omro,907,1,0,0
0,Ohio,Grandview Heights,1940,0,0,0
0,Maryland,Travilah,5146,0,0,0
0,North Carolina,Oak Island,1207,2,2,0
0,Florida,Century Village,1104,0,0,0
0,California,Pollock Pines,1617,0,0,0
0,Michigan,Perry,1083,1,1,0
0,Minnesota,Orono,3562,0,0,0
0,South Carolina,Cayce,930,12,2,9
0,California,Clearlake,1133,10,2,2
0,Pennsylvania,McKees Rocks,805,1,1,0
0,Oklahoma,Inola,937,4,0,1
0,Georgia,Blue Ridge,1243,0,0,0
0,New Jersey,Tewksbury Township,3278,0,0,0
0,Louisiana,Folsom,1407,2,2,0
0,Maryland,Owings,2182,0,0,0
0,Maryland,Lothian,2098,5,2,2
0,Missouri,Shrewsbury,1223,0,0,0
0,Michigan,Corunna,913,2,1,0
0,New Hampshire,Hampstead,1957,1,0,2
0,New York,Mechanicstown,1563,1,0,0
0,New York,Newstead,1583,0,0,0
0,Pennsylvania,Franconia,1953,0,0,0
0,Florida,Bunnell,1104,27,4,8
0,Pennsylvania,Steelton,856,6,0,2
0,Louisiana,Larose,1147,5,2,2
0,North Carolina,Norwood,1031,2,0,2
0,California,Larkspur,5357,2,0,1
0,Alabama,Irondale,1022,1,1,0
0,Washington,Hoquiam,825,3,1,0
0,Ohio,Jefferson,1030,7,2,3
0,Ohio,Pepper Pike,4038,0,0,0
0,Pennsylvania,Swatara Township,1054,1,0,0
0,Kentucky,Williamstown,971,1,0,1
0,Pennsylvania,Red Lion,1017,6,3,2
0,New Jersey,Byram Township,1933,0,0,0
0,New York,Town of Tupper Lake,1353,0,0,0
0,Georgia,Ashburn,880,4,2,0
0,Illinois,Galena,1367,2,0,1
0,New Hampshire,Kingston,1803,2,0,1
0,Indiana,Shipshewana,1173,1,0,0
0,Massachusetts,Town of Lee,1557,0,0,0
0,Maryland,Bryans Road,1762,4,0,1
0,Ohio,Ashville,1342,2,1,0
0,Georgia,Lizella,1124,6,2,3
0,Alabama,Chickasaw,745,1,0,0
0,Ohio,Wellston,805,1,1,0
0,Oregon,West Slope,2321,0,0,0
0,Ohio,Northwood,938,1,1,1
0,Iowa,Osceola,935,0,0,0
0,Massachusetts,Leicester,1590,3,0,0
0,Colorado,Franktown,2826,1,0,0
0,Pennsylvania,St Thomas Township,1138,0,0,0
0,Florida,Combee Settlement,874,0,0,0
0,Utah,Hooper,1486,0,0,0
0,New York,Mattydale,1052,2,0,1
0,Maryland,East Riverdale,1750,0,0,0
0,Florida,Graceville,899,2,0,1
0,New Hampshire,Town of Littleton,1273,0,0,0
0,Georgia,Oxford,1134,2,2,0
0,New York,Volney,1263,0,0,0
0,New York,Town of Salamanca,1066,0,0,0
0,Wisconsin,Tomah,1022,1,0,1
0,Missouri,Glendale,1984,0,0,0
0,Wisconsin,Brodhead,1067,1,0,0
0,Oregon,Talent,1431,3,0,1
0,Texas,Caldwell,1242,2,1,1
0,New Jersey,Prospect Park,1459,0,0,0
0,Wisconsin,Little Chute,1084,0,0,0
0,New York,Kirkland,1413,1,0,0
0,New Jersey,Jamesburg,1988,0,0,0
0,Massachusetts,Mendon,2288,0,0,0
0,Washington,Terrace Heights,1294,0,0,0
0,Tennessee,Greenback,1101,0,0,0
0,Massachusetts,Town of Hopedale,1741,0,0,0
0,Michigan,Raisin Township,1062,0,0,0
0,Virginia,Stuarts Draft,1241,3,3,0
0,New Jersey,Watchung,3171,3,0,0
0,New Jersey,Union,2271,7,2,3
0,Pennsylvania,Crafton,1137,0,0,0
0,Oklahoma,Muldrow,844,5,0,2
0,California,Templeton,2451,1,0,0
0,New Jersey,Pomona,1611,0,0,0
0,New Jersey,Manasquan,2662,0,0,0
0,Florida,Green Cove Springs,1093,9,8,3
0,Maryland,Delmar,1190,3,0,0
0,Florida,Surfside,2787,1,0,0
0,Georgia,Harlem,1051,4,0,0
0,Georgia,East Dublin,849,2,2,1
0,New Hampshire,Weare,1652,2,0,0
0,Washington,Zillah,1149,5,0,8
0,Vermont,St Albans,1461,0,0,0
0,North Carolina,Winnabow,1176,2,0,1
0,Ohio,Coldwater,1107,0,0,0
0,Missouri,Knob Noster,1026,2,1,1
0,Indiana,Walkerton,919,1,1,0
0,Missouri,Perryville,812,9,1,2
0,Michigan,Cassopolis,973,1,0,1
0,Texas,Coldspring,1385,2,2,0
0,California,Huron,1062,7,4,3
0,California,Caruthers,1130,1,0,2
0,Georgia,Lakeland,891,4,1,3
0,Arizona,Guadalupe,1114,4,2,2
0,North Carolina,Wingate,1128,1,1,0
0,Pennsylvania,Mount Carmel,872,1,1,0
0,New Hampshire,Town of Hillsborough,1429,0,0,0
0,Texas,Bacliff,1302,4,2,1
0,Pennsylvania,Hellertown,1419,4,0,0
0,Illinois,Burr Ridge,3312,1,0,0
0,Wisconsin,Dodgeville,1124,0,0,0
0,Kansas,Rose Hill,1269,0,0,0
0,Missouri,California,900,5,1,1
0,Oregon,Coquille,1151,0,0,0
0,Florida,Weirsdale,1311,6,5,1
0,Maryland,Frostburg,1112,2,0,2
0,Michigan,Shepherd,939,2,0,0
0,California,Sloughhouse,2148,2,0,2
0,Ohio,Bethel,1089,1,0,0
0,New York,Town of Lyons,1152,0,0,0
0,Connecticut,Redding,3105,2,2,0
0,Utah,Harrisville,1232,0,0,0
0,Kansas,Lansing,1419,3,0,0
0,Illinois,Olympia Fields,1798,0,0,0
0,Alabama,Rogersville,846,1,0,1
0,Connecticut,Westbrook,1679,0,0,0
0,Pennsylvania,Trooper,1910,0,0,0
0,New Jersey,Old Tappan,3535,0,0,0
0,Alabama,Boaz,842,6,1,3
0,Florida,Dade City,988,21,5,13
0,Virginia,Stuart,997,1,1,0
0,Oregon,Jennings Lodge,1804,0,0,0
0,New Jersey,Stafford Township,1831,1,0,0
0,Pennsylvania,New London Township,2033,0,0,0
0,Georgia,Darien,1025,0,0,0
0,North Carolina,Parkton,1049,4,3,1
0,Massachusetts,Rockport,2147,0,0,0
0,Pennsylvania,Ross Township,1322,1,0,0
0,Maine,Gardiner,1121,10,2,2
0,Washington,Town and Country,1172,0,0,0
0,Illinois,Round Lake,1508,6,1,1
0,Georgia,Clayton,1149,2,2,0
0,New Jersey,Norwood,2952,0,0,0
0,Georgia,Quitman,881,2,1,1
0,Iowa,Humboldt,913,2,0,0
0,Texas,Kermit,861,3,0,1
0,New Hampshire,Gilford,1302,4,0,1
0,South Carolina,Oak Grove,1089,0,0,0
0,New York,Gardiner,1765,1,0,0
0,Massachusetts,Cohasset,3218,1,0,0
0,Virginia,Aylett,1258,1,2,0
0,New Jersey,Heathcote,2301,0,0,0
0,Pennsylvania,Monaca,848,3,2,0
0,Oklahoma,Fort Gibson,967,5,2,1
0,Georgia,Tunnel Hill,940,1,0,0
0,West Virginia,Nitro,915,8,1,2
0,New Jersey,Belmar,2428,0,0,0
0,Florida,Osprey,2739,1,0,0
0,California,Ladera Heights,4075,0,0,0
0,New York,Town of Sidney,1226,0,0,0
0,Utah,Stansbury Park,1450,1,1,0
0,Kentucky,Hardinsburg,894,0,0,0
0,Texas,Littlefield,941,3,2,1
0,Illinois,Peoria Heights,794,1,0,1
0,Florida,Palm Springs North,2254,0,0,0
0,Pennsylvania,Plymouth Meeting,2035,2,0,1
0,North Carolina,Fairview,1588,2,0,1
0,New York,New Scotland,1742,1,0,0
0,Washington,Fall City,2520,0,0,0
0,Oklahoma,Madill,800,4,1,3
0,Virginia,Bellwood,1067,0,0,0
0,Virginia,Windsor,1258,0,0,0
0,New York,Island Park,2819,1,0,0
0,Michigan,Portage Township,960,0,0,0
0,Arkansas,Judsonia,794,2,2,0
0,Alabama,Russellville,848,14,5,5
0,Pennsylvania,Lower Nazareth Township,1811,0,0,0
0,Minnesota,Wayzata,2574,0,0,0
0,Alabama,New Market,987,3,1,1
0,New Jersey,Greenwich Township,1959,2,0,0
0,Nebraska,Bennington,1637,1,0,0
0,Mississippi,Baldwyn,929,4,2,1
0,Washington,Fircrest,1746,0,0,0
0,Delaware,Edgemoor,1203,1,0,0
0,Washington,Friday Harbor,1755,0,0,0
0,Indiana,Ossian,1065,2,0,1
0,New Mexico,Kirtland,966,1,0,0
0,Illinois,University Park,1384,7,6,1
0,Wisconsin,Altoona,1178,0,0,0
0,North Carolina,Walkertown,975,5,2,3
0,New Jersey,Morris Plains,2658,2,2,0
0,California,Elverta,1528,1,0,1
0,Georgia,Appling,1229,6,8,0
0,New Jersey,Allendale,3038,0,0,0
0,Ohio,Fredericktown,1053,0,0,0
0,Massachusetts,Town of Dover,4459,0,0,0
0,Idaho,American Falls,1066,0,0,0
0,Washington,Belfair,1264,6,9,0
0,Texas,Carrizo Springs,978,3,3,1
0,Pennsylvania,West Pennsboro,1327,0,0,0
0,Florida,Silver Springs,962,13,2,4
0,Pennsylvania,Norwood,1352,1,0,2
0,Washington,Castle Rock,1350,8,0,3
0,Tennessee,Green Hill,1651,0,0,0
0,New Jersey,Little Silver,3191,0,0,0
0,Ohio,Marengo,1171,1,0,0
0,Michigan,White Cloud,835,0,0,0
0,Virginia,Wise,1108,2,2,0
0,Indiana,Gas City,754,0,0,0
0,Michigan,Swartz Creek,1009,3,0,0
0,Pennsylvania,Middletown,1514,11,0,4
0,Pennsylvania,Spring Township,1343,0,0,0
0,Connecticut,Harwinton,1625,0,0,0
0,Washington,Raymond,1079,0,0,0
0,New Jersey,Woodcliff Lake,3423,1,0,1
0,Connecticut,Bethany,1844,1,1,0
0,New York,Town of Clayton,1348,0,0,0
0,Iowa,Waukon,898,0,0,0
0,Arizona,South Tucson,825,0,0,0
0,Washington,Lakeland South,1941,0,0,0
0,Pennsylvania,Selinsgrove,1148,3,1,0
0,Michigan,Standish,793,0,0,0
0,Michigan,Croswell,867,3,1,1
0,Pennsylvania,Stroudsburg,1187,27,8,7
0,Connecticut,New Hartford,1639,0,0,0
0,New York,Marlboro,1655,4,0,0
0,Michigan,Sanford,1044,1,0,0
0,Ohio,Covington,946,3,1,0
0,Alabama,Satsuma,1093,0,0,0
0,South Carolina,Hardeeville,1197,29,9,15
0,Wisconsin,Hartland,1778,0,0,0
0,Pennsylvania,Douglass Township,1782,0,0,0
0,Kansas,Galena,734,4,0,0
0,Maryland,Phoenix,2566,0,0,0
0,New York,Town of Sodus,1281,0,0,0
0,New York,Carle Place,2980,0,0,0
0,Louisiana,Saint Gabriel,1467,4,4,2
0,Pennsylvania,North Sewickley Township,1007,0,0,0
0,Pennsylvania,Coraopolis,954,2,1,0
0,Ohio,Richwood,1089,1,1,0
0,Texas,Stockdale,1271,0,0,0
0,Georgia,Lakeview,817,0,0,0
0,New York,Town of Liberty,1089,0,0,0
0,Virginia,Buena Vista,939,1,1,0
0,Pennsylvania,Clearfield,973,2,0,1
0,Alabama,Pleasant Grove,1029,8,4,1
0,Washington,Colbert,1572,4,4,2
0,Michigan,Auburn,964,2,0,1
0,Illinois,Lake Villa,1862,1,1,0
0,Maryland,Clarksville,3298,1,1,0
0,Kansas,Goddard,1250,1,0,0
0,Pennsylvania,Lower Heidelberg Township,2289,0,0,0
0,California,Hilmar,1241,0,0,0
0,New York,Kent Lakes,2316,0,0,0
0,Wisconsin,Town of East Troy,1419,0,0,0
0,Alabama,Southside,1095,0,0,0
0,Oregon,Boring,2040,3,1,0
0,Maine,New Gloucester,1660,3,0,0
0,Kentucky,Edgewood,1522,0,0,0
0,North Carolina,Browns Summit,1138,4,4,4
0,Minnesota,Morris,1133,0,0,0
0,Indiana,Bloomfield,842,0,0,0
0,Tennessee,Millersville,1309,1,0,1
0,Ohio,Bryan,950,0,0,0
0,California,San Martin,3363,0,0,0
0,Florida,Hutchinson Island South,1875,0,0,0
0,Indiana,Nashville,1153,2,0,2
0,North Carolina,Midway Park,821,3,0,1
0,Colorado,Penrose,1226,4,1,0
0,Texas,Lago Vista,1659,0,0,0
0,Pennsylvania,Duquesne,755,22,4,18
0,California,Terra Bella,1175,5,2,1
0,New York,Beekmantown,1650,0,0,0
0,Missouri,Normandy,788,1,1,0
0,Pennsylvania,East Hanover Township,1476,0,0,0
0,Ohio,Thornville,1198,2,1,0
0,Pennsylvania,Blue Bell,2369,0,0,0
0,Illinois,Sparta,1059,1,1,0
0,Oklahoma,Perkins,1070,1,0,0
0,Kentucky,Louisa,904,4,5,0
0,Washington,Granite Falls,1579,6,1,2
0,California,South Yuba City,1381,0,0,0
0,Alabama,Abbeville,921,2,1,1
0,Florida,East Lake-Orient Park,1102,0,0,0
0,Illinois,Paxton,1176,2,0,2
0,Kentucky,Dayton,875,2,0,0
0,Minnesota,Corcoran,1817,0,0,0
0,Iowa,Hiawatha,1040,4,0,1
0,South Carolina,Trenton,891,1,1,0
0,Pennsylvania,Sayre,1052,4,0,0
0,Nebraska,Ralston,1292,3,1,1
0,Washington,Nine Mile Falls,1445,2,0,1
0,Pennsylvania,Titusville,953,2,2,1
0,Texas,Scenic Oaks,2484,0,0,0
0,New York,Medina,1103,5,1,0
0,Texas,Clifton,1151,0,0,0
0,Mississippi,Lumberton,974,5,1,2
0,Connecticut,Broad Brook,1674,0,0,0
0,Virginia,Disputanta,1343,5,2,2
0,California,Freedom,2533,3,0,1
0,Michigan,Goodrich,1244,0,0,0
0,New York,Greenfield Center,1830,0,0,0
0,New York,Van Buren,1466,0,0,0
0,Utah,Farr West,1477,0,0,0
0,Georgia,Donalsonville,860,0,0,0
0,Ohio,Bellbrook,1475,2,0,1
0,Pennsylvania,Robeson,1441,0,0,0
0,South Dakota,Dell Rapids,1208,2,1,0
0,Connecticut,Columbia,1621,2,0,1
0,Florida,Springfield,958,0,0,0
0,New York,Town of Walton,1286,0,0,0
0,Pennsylvania,Lawrence Township,995,0,0,0
0,West Virginia,Harpers Ferry,1290,1,2,0
0,Tennessee,Mc Ewen,964,0,0,0
0,Idaho,Orofino,1162,3,1,0
0,Arizona,Catalina,1245,0,0,0
0,Tennessee,Forest Hills,4718,0,0,0
0,Washington,Cashmere,1609,0,0,0
0,Kansas,Larned,718,0,0,0
0,Kansas,Osawatomie,840,0,0,0
0,Wisconsin,Boscobel,995,1,1,0
0,Pennsylvania,Lehighton,1050,2,0,1
0,Illinois,Colona,1187,2,0,1
0,Louisiana,Patterson,1150,2,1,1
0,Pennsylvania,Middlesex,1458,0,0,0
0,California,Quincy,1346,0,0,0
0,Wisconsin,Mondovi,1082,2,0,0
0,Pennsylvania,West Mead Township,1051,0,0,0
0,Illinois,Island Lake,1450,1,0,0
0,Florida,West Miami,2164,0,0,0
0,California,Burbank,3098,38,10,10
0,Arizona,Golden Valley,783,7,3,4
0,Indiana,Brazil,739,5,3,1
0,New York,Kingsbury,1644,0,0,0
0,New York,Dover,1681,2,0,0
0,California,August,1019,0,0,0
0,California,Castroville,2119,29,5,5
0,Tennessee,Brighton,1109,2,0,1
0,South Carolina,Landrum,1218,2,1,0
0,New York,Hamptonburgh,2320,1,0,0
0,Michigan,Oakland,2642,2,0,0
0,Texas,Comfort,1550,1,0,0
0,Alabama,Laceys Spring,916,0,0,0
0,Illinois,Winfield,1902,0,0,0
0,Minnesota,Mahtomedi,1759,1,1,0
0,Kansas,Roeland Park,1314,0,0,0
0,Minnesota,Falcon Heights,1708,0,0,0
0,Wisconsin,Ellsworth,1175,3,1,1
0,Florida,Wedgefield,1615,0,0,0
0,Pennsylvania,Hopewell Township,1525,1,0,0
0,California,Kensington,3770,0,0,0
0,Michigan,Armada,1229,0,0,0
0,Pennsylvania,Easttown Township,4238,0,0,0
0,Michigan,Grosse Pointe,1832,1,0,0
0,North Carolina,Wallace,883,3,2,2
0,Colorado,Stratmoor,1238,0,0,0
0,Washington,Barberton,1861,0,0,0
0,Pennsylvania,Sharon Hill,1195,6,1,4
0,Pennsylvania,Reading Township,1250,0,0,0
0,Missouri,Parkville,2274,0,0,0
0,California,Cutler,950,5,2,5
0,Florida,Norland,1649,0,0,0
0,Massachusetts,Harvard,3193,1,0,1
0,Pennsylvania,Chartiers,1154,0,0,0
0,Washington,Coupeville,1561,1,0,0
0,New York,Ballston Spa,1517,4,0,1
0,New York,Patterson,2058,2,1,0
0,Virginia,South Hill,1148,0,0,0
0,Alabama,Lake Purdy,2090,0,0,0
0,New Hampshire,Conway,1109,6,0,2
0,Pennsylvania,Schuylkill Haven,789,2,1,1
0,Iowa,North Liberty,1419,7,1,2
0,Wisconsin,Springfield,1969,0,0,0
0,Idaho,Kimberly,1249,0,0,0
0,Florida,Reddick,1120,9,1,4
0,Pennsylvania,Fox Chapel,4715,0,0,0
0,Washington,Othello,1168,3,0,2
0,Ohio,Sugarcreek,1169,0,0,0
0,New Hampshire,Swanzey,1363,5,1,2
0,Colorado,Gleneagle,1937,0,0,0
0,Minnesota,Perham,1243,2,0,1
0,Indiana,Churubusco,1109,1,1,0
0,Pennsylvania,Edinboro,1041,3,2,3
0,New York,Highland,1657,10,0,4
0,Kansas,Columbus,693,1,0,0
0,Pennsylvania,New Holland,1088,8,0,0
0,New York,Baldwinsville,1349,2,0,1
0,Illinois,Winthrop Harbor,1431,2,1,0
0,North Carolina,New London,1047,0,0,0
0,Colorado,Twin Lakes,1684,0,0,0
0,Maine,Poland,1293,1,0,0
0,New Hampshire,Loudon,1571,0,0,0
0,New York,East Aurora,1496,3,0,0
0,New Jersey,Englewood Cliffs,5682,1,0,0
0,Kentucky,Cave City,915,5,0,0
0,Texas,Kennedale,1595,4,3,0
0,New York,Maine,1184,0,0,0
0,Pennsylvania,Penn Township,1836,0,0,0
0,New York,Town of Allegany,1413,0,0,0
0,Illinois,Red Bud,1236,0,0,0
0,New Jersey,Laurence Harbor,1855,0,0,0
0,Minnesota,Sauk Centre,1149,0,0,0
0,New York,Averill Park,1391,0,0,0
0,North Carolina,Hendersonville,1246,34,4,19
0,Pennsylvania,Franklin Township,1299,0,0,0
0,Pennsylvania,Palmerton,1038,2,0,1
0,Tennessee,Tellico Plains,1031,1,0,2
0,Indiana,North Judson,944,2,1,1
0,Michigan,Almont,1313,1,0,0
0,Indiana,Liberty,868,1,0,0
0,Michigan,Calumet Township,799,0,0,0
0,Kentucky,Fort Mitchell,1548,0,0,0
0,Illinois,Glenwood,1408,1,0,0
0,Oklahoma,Blanchard,1187,4,2,1
0,Connecticut,North Stonington,1600,2,1,0
0,Pennsylvania,Swoyersville,981,0,0,0
0,Wisconsin,Town of Eagle,1917,0,0,0
0,Oregon,Clackamas,2131,5,2,2
0,Texas,Elkhart,1160,1,1,1
0,Texas,Winnie,1318,2,1,1
0,Arkansas,Morrilton,813,1,1,0
0,South Carolina,Mauldin,1296,3,1,2
0,Colorado,Wellington,1646,1,2,0
0,Maine,Town of Bridgton,1601,0,0,0
0,Georgia,Buchanan,1021,1,1,0
0,Alabama,Adamsville,798,9,1,6
0,Pennsylvania,Upper Mt Bethel Township,1420,0,0,0
0,California,Villa Park,4853,0,0,0
0,Pennsylvania,Leacock Township,1239,0,0,0
0,Wisconsin,Lisbon,2010,0,0,0
0,Ohio,Atwater,1112,1,0,0
0,West Virginia,Kearneysville,1291,2,2,0
0,Illinois,Peotone,1614,0,0,0
0,New York,Town of Broadalbin,1543,0,0,0
0,Michigan,Montague,1017,0,0,0
0,Minnesota,Eveleth,753,4,0,1
0,Florida,Atlantic Beach,1865,6,1,1
0,Pennsylvania,Pine Township,2939,0,0,0
0,North Carolina,Enfield,782,13,5,10
0,Florida,Century,841,6,1,1
0,Minnesota,Luverne,1139,1,0,1
0,Pennsylvania,South Lebanon,1196,0,0,0
0,New York,Lloyd,1678,1,0,0
0,Pennsylvania,Dickinson Township,1381,0,0,0
0,South Carolina,Gilbert,1151,2,0,2
0,Pennsylvania,Carroll Township,1266,0,0,0
0,New Jersey,Holland Township,2149,0,0,0
0,Illinois,Arcola,1251,1,1,0
0,Massachusetts,Manchester,3224,0,0,0
0,Pennsylvania,Willow Street,1192,3,1,0
0,Pennsylvania,Waterford Township,1037,0,0,0
0,Kentucky,Prestonsburg,865,4,0,4
0,Pennsylvania,Shillington,1262,0,0,0
0,Michigan,Hartford,900,3,0,0
0,Kansas,Baxter Springs,687,2,2,0
0,Texas,Troup,1145,2,1,1
0,Maryland,Whitehall,1851,0,0,0
0,Pennsylvania,Luzerne Township,873,0,0,0
0,Pennsylvania,Lake Township,1246,0,0,0
0,Missouri,Buffalo,725,5,4,1
0,Pennsylvania,Montgomery Township,1227,0,0,0
0,New York,Town of Candor,1339,0,0,0
0,North Carolina,Mount Pleasant,1184,2,2,0
0,Ohio,Bradford,921,2,0,1
0,Maryland,Manchester,1751,1,0,0
0,New Jersey,Somerdale,1547,0,0,0
0,Pennsylvania,Turtle Creek,791,12,6,7
0,Pennsylvania,Bangor,1162,4,2,0
0,Idaho,Fruitland,1067,2,0,2
0,Oklahoma,Cache,750,4,2,1
0,Washington,Country Homes,1299,0,0,0
0,Pennsylvania,Paradise Township,1106,0,0,0
0,New York,Mechanicville,1258,4,2,0
0,Mississippi,Edwards,888,6,2,2
0,New Jersey,Yorketown,2542,0,0,0
0,Wisconsin,Barron,980,5,3,1
0,South Carolina,Laurel Bay,1103,0,0,0
0,Texas,Shallowater,1218,0,0,0
0,Illinois,East Alton,751,4,0,0
0,Wisconsin,Bristol,1580,2,0,1
0,Ohio,McConnelsville,834,0,0,0
0,Massachusetts,Hampden,1841,0,0,0
0,Washington,Union Gap,841,0,0,0
0,Florida,Hastings,1250,6,0,3
0,Pennsylvania,Ohio Township,2085,0,0,0
0,Virginia,Heathsville,1430,0,0,0
0,New York,Myers Corner,1968,0,0,0
0,Wisconsin,Fort Atkinson,1207,2,2,0
0,Pennsylvania,Martic,1172,0,0,0
0,Texas,Bishop,1203,3,3,0
0,New York,Town of Greene,1332,0,0,0
0,Utah,Cedar Hills,1716,0,0,0
0,Arizona,Picture Rocks,1113,0,0,0
0,New York,Callicoon,1205,0,0,0
0,Maryland,Carmody Hills-Pepper Mill Village,1734,0,0,0
0,Ohio,New Lebanon,853,0,0,0
0,Utah,Sunset,1145,0,0,0
0,Pennsylvania,Charlestown Township,2521,0,0,0
0,Pennsylvania,Collegeville,1996,0,0,0
0,Illinois,Long Grove,3796,0,0,0
0,Colorado,Frederick,1873,3,0,0
0,Pennsylvania,Media,1734,2,0,1
0,Pennsylvania,Washington Township,1436,0,0,0
0,California,East La Mirada,2457,0,0,0
0,Pennsylvania,Fairview Township,1426,0,0,0
0,Oklahoma,Wewoka,695,3,4,1
0,Pennsylvania,German Township,899,0,0,0
0,New York,Town of Mexico,1311,0,0,0
0,Ohio,West Jefferson,1143,0,0,0
0,Alabama,Silverhill,1229,2,1,0
0,Florida,Timber Pines,1176,0,0,0
0,Tennessee,Limestone,884,3,2,0
0,Wisconsin,Dunn,1629,1,0,0
0,New York,Mt Hope,1812,0,0,0
0,Maryland,Cheverly,2012,1,0,0
0,Iowa,Madrid,1159,0,0,0
0,West Virginia,Chester,702,0,0,0
0,North Carolina,Millers Creek,989,0,0,0
0,Georgia,Allenhurst,1030,7,2,5
0,Florida,Lawtey,1046,0,0,0
0,Pennsylvania,Birdsboro,1315,0,0,0
0,Wisconsin,Sugar Creek,1248,0,0,0
0,Minnesota,Independence,2387,0,0,0
0,Pennsylvania,North Cornwall Township,1258,0,0,0
0,Washington,Sultan,1634,2,0,0
0,Indiana,Bluffton,866,5,2,1
0,Pennsylvania,Springfield Township,1712,0,0,0
